node_id	raw_name	pretty_name	is_phenotype
1	ENSG00000198830.10_AC	ENSG00000198830.10_AC	0
2	ENSG00000125520.13_AC	ENSG00000125520.13_AC	0
3	ENSG00000198830.10_MFBA9BA46	ENSG00000198830.10_MFBA9BA46	0
4	ENSG00000125534.9_AC	ENSG00000125534.9_AC	0
5	ENSG00000198830.10_PCGBA23	ENSG00000198830.10_PCGBA23	0
6	ENSG00000008277.14_PCGBA23	ENSG00000008277.14_PCGBA23	0
7	ENSG00000174996.11_PCGBA23	ENSG00000174996.11_PCGBA23	0
8	ENSG00000196542.8_PCGBA23	ENSG00000196542.8_PCGBA23	0
9	ENSG00000162694.13_PCGBA23	ENSG00000162694.13_PCGBA23	0
10	ENSG00000172350.9_PCGBA23	ENSG00000172350.9_PCGBA23	0
11	ENSG00000160818.16_AC	ENSG00000160818.16_AC	0
12	ENSG00000090263.15_AC	ENSG00000090263.15_AC	0
13	ENSG00000105443.14_AC	ENSG00000105443.14_AC	0
14	ENSG00000106263.17_AC	ENSG00000106263.17_AC	0
15	ENSG00000167112.9_AC	ENSG00000167112.9_AC	0
16	ENSG00000142606.15_AC	ENSG00000142606.15_AC	0
17	ENSG00000105726.16_PCGBA23	ENSG00000105726.16_PCGBA23	0
18	ENSG00000159692.15_MFBA9BA46	ENSG00000159692.15_MFBA9BA46	0
19	ENSG00000150787.7_MFBA9BA46	ENSG00000150787.7_MFBA9BA46	0
20	ENSG00000166411.13_MFBA9BA46	ENSG00000166411.13_MFBA9BA46	0
21	ENSG00000159658.10_PCGBA23	ENSG00000159658.10_PCGBA23	0
22	ENSG00000055070.16_PCGBA23	ENSG00000055070.16_PCGBA23	0
23	ENSG00000112531.16_PCGBA23	ENSG00000112531.16_PCGBA23	0
24	ENSG00000180370.10_PCGBA23	ENSG00000180370.10_PCGBA23	0
25	ENSG00000137076.20_PCGBA23	ENSG00000137076.20_PCGBA23	0
26	ENSG00000112294.12_PCGBA23	ENSG00000112294.12_PCGBA23	0
27	ENSG00000112294.12_MFBA9BA46	ENSG00000112294.12_MFBA9BA46	0
28	ENSG00000184985.16_PCGBA23	ENSG00000184985.16_PCGBA23	0
29	ENSG00000146729.9_PCGBA23	ENSG00000146729.9_PCGBA23	0
30	ENSG00000100714.15_PCGBA23	ENSG00000100714.15_PCGBA23	0
31	ENSG00000165121.11_AC	ENSG00000165121.11_AC	0
32	ENSG00000112511.17_AC	ENSG00000112511.17_AC	0
33	ENSG00000093167.17_AC	ENSG00000093167.17_AC	0
34	ENSG00000119778.14_AC	ENSG00000119778.14_AC	0
35	ENSG00000114857.17_AC	ENSG00000114857.17_AC	0
36	ENSG00000141873.10_PCGBA23	ENSG00000141873.10_PCGBA23	0
37	ENSG00000130204.12_PCGBA23	ENSG00000130204.12_PCGBA23	0
38	ENSG00000154127.9_PCGBA23	ENSG00000154127.9_PCGBA23	0
39	ENSG00000109917.10_PCGBA23	ENSG00000109917.10_PCGBA23	0
40	ENSG00000128564.6_PCGBA23	ENSG00000128564.6_PCGBA23	0
41	PHENO_cogng_demog_slope	PHENO_cogng_demog_slope	1
