node_id	raw_name	pretty_name	is_phenotype
1	ENSG00000198743.6_PCGBA23	ENSG00000198743.6_PCGBA23	0
2	ENSG00000134294.13_PCGBA23	ENSG00000134294.13_PCGBA23	0
3	ENSG00000163605.14_PCGBA23	ENSG00000163605.14_PCGBA23	0
4	ENSG00000243927.5_PCGBA23	ENSG00000243927.5_PCGBA23	0
5	ENSG00000168283.13_PCGBA23	ENSG00000168283.13_PCGBA23	0
6	ENSG00000160818.16_AC	ENSG00000160818.16_AC	0
7	ENSG00000090263.15_AC	ENSG00000090263.15_AC	0
8	ENSG00000105443.14_AC	ENSG00000105443.14_AC	0
9	ENSG00000106263.17_AC	ENSG00000106263.17_AC	0
10	ENSG00000167112.9_AC	ENSG00000167112.9_AC	0
11	ENSG00000050165.17_PCGBA23	ENSG00000050165.17_PCGBA23	0
12	ENSG00000169181.12_PCGBA23	ENSG00000169181.12_PCGBA23	0
13	ENSG00000147202.17_PCGBA23	ENSG00000147202.17_PCGBA23	0
14	ENSG00000187416.11_PCGBA23	ENSG00000187416.11_PCGBA23	0
15	ENSG00000125355.15_PCGBA23	ENSG00000125355.15_PCGBA23	0
16	ENSG00000104093.13_PCGBA23	ENSG00000104093.13_PCGBA23	0
17	ENSG00000166111.9_PCGBA23	ENSG00000166111.9_PCGBA23	0
18	ENSG00000054356.13_PCGBA23	ENSG00000054356.13_PCGBA23	0
19	ENSG00000104381.12_PCGBA23	ENSG00000104381.12_PCGBA23	0
20	ENSG00000054793.13_PCGBA23	ENSG00000054793.13_PCGBA23	0
21	ENSG00000185432.11_PCGBA23	ENSG00000185432.11_PCGBA23	0
22	ENSG00000186951.16_PCGBA23	ENSG00000186951.16_PCGBA23	0
23	ENSG00000152661.7_PCGBA23	ENSG00000152661.7_PCGBA23	0
24	ENSG00000078114.18_PCGBA23	ENSG00000078114.18_PCGBA23	0
25	ENSG00000134250.19_PCGBA23	ENSG00000134250.19_PCGBA23	0
26	ENSG00000008277.14_PCGBA23	ENSG00000008277.14_PCGBA23	0
27	ENSG00000174996.11_PCGBA23	ENSG00000174996.11_PCGBA23	0
28	ENSG00000196542.8_PCGBA23	ENSG00000196542.8_PCGBA23	0
29	ENSG00000162694.13_PCGBA23	ENSG00000162694.13_PCGBA23	0
30	ENSG00000172350.9_PCGBA23	ENSG00000172350.9_PCGBA23	0
31	ENSG00000159658.10_PCGBA23	ENSG00000159658.10_PCGBA23	0
32	ENSG00000055070.16_PCGBA23	ENSG00000055070.16_PCGBA23	0
33	ENSG00000112531.16_PCGBA23	ENSG00000112531.16_PCGBA23	0
34	ENSG00000180370.10_PCGBA23	ENSG00000180370.10_PCGBA23	0
35	ENSG00000137076.20_PCGBA23	ENSG00000137076.20_PCGBA23	0
36	ENSG00000102984.14_PCGBA23	ENSG00000102984.14_PCGBA23	0
37	ENSG00000102984.14_MFBA9BA46	ENSG00000102984.14_MFBA9BA46	0
38	ENSG00000110851.11_AC	ENSG00000110851.11_AC	0
39	ENSG00000019995.6_PCGBA23	ENSG00000019995.6_PCGBA23	0
40	ENSG00000177479.19_PCGBA23	ENSG00000177479.19_PCGBA23	0
41	ENSG00000174243.9_AC	ENSG00000174243.9_AC	0
42	ENSG00000032444.15_AC	ENSG00000032444.15_AC	0
43	ENSG00000111602.11_AC	ENSG00000111602.11_AC	0
44	ENSG00000163605.14_AC	ENSG00000163605.14_AC	0
45	ENSG00000125733.17_AC	ENSG00000125733.17_AC	0
46	ENSG00000137831.14_AC	ENSG00000137831.14_AC	0
47	ENSG00000173706.12_AC	ENSG00000173706.12_AC	0
48	ENSG00000082438.15_AC	ENSG00000082438.15_AC	0
49	ENSG00000087303.17_AC	ENSG00000087303.17_AC	0
50	ENSG00000174059.16_AC	ENSG00000174059.16_AC	0
51	PHENO_pseudotime	PHENO_pseudotime	1
